society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,BHK,Location,Total Floors,Servant_Room,Study_Room,Pooja_Room,Store_Room,Carpet_Area,Built_Up_Area,Super_BuiltUp_Area,piped_gas,waste_disposal,shopping_centre,intercom,power_backup,central_ac,wifi,garden,community,staff,water_storage,visitor_parking,lift,vaastu,security,swimming,gym,luxury_score,Hospital,Mall,Mandir/Church,ATM,Bank,School,College,Metro Station,Airport,Hotel,Exhaust Fan,Fridge,Stove,Sofa,Wardrobe,Chimney,Curtains,Modular Kitchen,Dining Table,Bed,Geyser,Fan,Water Purifier,AC,Light,TV,Microwave,Washing Machine,furnishing_type
Raheja Sampada,65,4744,3,2,3,6,North-East,Relatively New,3, Sector 92 Gurgaon,14,0,0,0,0,,,1370,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Signature The Serenas,50,9406,2,2,2,6,,New Property,2, Sohna,14,0,0,0,0,531.57,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,20,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pareena Laxmi Apartments,31.75,5521,2,2,1,2,,New Property,2, Sector 99A Gurgaon,12,0,0,0,0,570.17,,575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,16,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satya The Hermitage,93,6404,2,3,3,3,East,Relatively New,2, Sector 103 Gurgaon,11,1,0,0,0,1452,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,4,1,4,1,0,0,0,6,0,0,0,0,0,0,1
Smart World Gems,120.0,8432,3,3,2,2,North-East,New Property,3, Sector 89 Gurgaon,4,0,0,0,0,1423,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLS Arawali Homes,30,4687,2,2,2,4,,Relatively New,2, Sohna,13,0,0,0,0,640,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0
Signature Global Park,56,6812,2,2,3,3,South,New Property,2, Sohna,4,0,0,0,0,822,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bestech Park View City ,270.0,12505,3,4,3,6,,Moderately Old,3, Sector 49 Gurgaon,14,0,0,0,0,,,2159,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shree Vardhman Flora,100.0,5128,3,4,3,8,North-East,New Property,3, Sector 90 Gurgaon,13,1,0,0,0,,,1950,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFNHB Jalvayu Vihar,145.0,11153,3,2,2,2,North,Old Property,3, Sector 30 Gurgaon,4,0,0,0,0,1090,1300,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,1,1,4,1,1,0,1,1,1,6,1,1,12,0,0,0,2
MM Soulitude,125.0,8784,3,3,0,4,,Undefined,3, Sector 89 Gurgaon,4,0,0,0,0,1190,1423,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyramid Elite,46,79,2,2,1,0,,Under Construction,2, Sector 86 Gurgaon,14,0,0,0,0,58141,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emaar MGF Palm Terraces,450.0,10599,5,5,3,11,,New Property,5, Sector 66 Gurgaon,11,1,0,0,0,,,3670,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,0,0,0,0,0
Anamika Enclave,64,6500,2,2,1,1,,New Property,2, Sector 15 Part 1,3,0,0,0,0,,,1000,,,,,,,,,,,,,,,,,,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
HCBS Sports Ville,28,3768,2,2,1,11,East,Relatively New,2, Sohna,13,0,0,0,0,643,743,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puri The Aravallis,387.0,17200,3,4,3,21,East,Under Construction,3, Sector 61 Gurgaon,41,1,0,0,0,1249.65,,2250,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,37,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
Brisk Lumbini Terrace Homes,138.0,6338,3,3,1,4,,Moderately Old,3, Sector 109 Gurgaon,13,0,0,0,0,2177,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUDA Ashok Vihar Phase ,43,6615,2,2,1,2,,Relatively New,2, Laxman Vihar,5,0,0,0,0,650,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
My Home,28.5,3166,2,1,1,2,,Relatively New,2, New Palam Vihar,3,0,0,0,0,900,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,5,0,0,0,0
Signature Global City,110.00000000000001,9838,2,2,2,4,South,Undefined,2, Sector 37D Gurgaon,4,0,0,0,0,1118,,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MM Heights,200.0,13957,2,2,2,32,,Undefined,2, Sector 65 Gurgaon,32,0,0,0,0,1000,1433,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Signature Global Park,90,8035,3,2,2,2,South,Under Construction,3, Sohna,4,0,0,0,0,,,1120,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,56,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Signature Global Park,90,8036,3,2,0,2,,Under Construction,3, Sohna,2,0,0,0,0,,1120,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Godrej Nature Plus,175.0,8768,3,3,0,2,,Undefined,3, Sector-33 Sohna,2,0,0,0,0,,1996,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supertech Hues,93,8611,2,2,2,11,,Undefined,2, Sector 68 Gurgaon,11,0,0,0,0,1080,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DLF New Town Heights ,180.0,6600,4,4,3,23,,Moderately Old,4, Sector 90 Gurgaon,26,0,0,0,0,,,2727,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Park Flower Valley Aqua Front Towers,210.0,11738,3,3,2,6,,Under Construction,3, Sector-33 Sohna,12,0,0,0,0,,,1789,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambience Creacions,200.0,14492,2,2,2,9,East,Relatively New,2, Sector 22 Gurgaon,20,0,0,0,0,1380,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,2,1,0,0,0,0,1,3,0,2,5,0,1,0,0
Signature Global City A,200.0,12800,3,3,2,1,North,Under Construction,3, Sector 63A Gurgaon,4,0,0,0,0,,1540,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,15,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Godrej Oasis,129.0,7800,3,3,3,5,,New Property,3, Sector 88A Gurgaon,15,0,1,0,0,1628,,1629,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,24,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Skycity,285.0,15590,3,3,3,43,South,Under Construction,3, Sector 65 Gurgaon,47,0,0,0,0,,,1828,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Supertech Araville,110.00000000000001,5641,3,3,3,1,,Relatively New,3, Sector 79 Gurgaon,1,0,0,0,0,1950,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,2,3,0,3,3,0,0,0,1
Smart World Orchard,165.0,13750,2,2,2,1,,Under Construction,2, Sector 61 Gurgaon,4,0,1,0,0,1200,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCBS Sports Ville,24,7407,1,1,2,1,North,New Property,1, Sohna,13,0,0,0,0,324,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emaar Palm Premier,210.0,10500,3,4,3,11,,New Property,3, Sector 77 Gurgaon,12,1,0,0,0,1500,1600,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,0,3,1,1,1,0,0,0,0,0,0,10,0,0,0,1
Godrej Nature Plus,190.0,9849,3,3,3,14,,New Property,3, Sector-33 Sohna,24,1,0,0,0,1929,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Godrej Aria,110.00000000000001,11482,2,2,3,9,,New Property,2, Sector 79 Gurgaon,30,0,0,0,0,,,89,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramsons Kshitij,31.5,4500,2,2,1,8,,Relatively New,2, Sector 95 Gurgaon,14,0,0,0,0,443.32,,700,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,2,1,1,1,1,0,1,3,1,1,10,1,0,0,2
Conscient One,170.0,17617,1,1,2,9,,Undefined,1, Sector 109 Gurgaon,9,0,0,0,0,628,965,,,,,,,,,,,,,,,,,,,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Pareena Laxmi Apartments,32,6106,2,2,2,2,,New Property,2, Sector 99A Gurgaon,12,0,0,0,0,424.8,,524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,23,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyramid Elite,45,7739,2,2,1,4,,Under Construction,2, Sector 86 Gurgaon,14,0,0,0,0,581.41,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,38,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raheja Revanta,120.0,10018,1,2,2,32,,Under Construction,1, Sector 78 Gurgaon,55,0,0,0,0,505,,1197.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,16,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Skycity,210.0,16030,2,2,2,43,,New Property,2, Sector 65 Gurgaon,47,0,0,0,0,,,1310,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Signature The Roselia,45,7,2,2,2,2,South-West,New Property,2, Sector 95A Gurgaon,19,0,0,0,0,569243,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,36,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not Applicable,42,5600,2,2,1,3,,Relatively New,2, Laxman Vihar,4,0,0,0,0,750,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0,4,1,1,1,0,0,0,2,1,2,4,0,0,0,1
Godrej Nature Plus,155.0,9955,3,2,3,8,East,New Property,3, Sector-33 Sohna,22,0,0,0,0,1557,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,21,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramprastha City,130.0,9027,3,3,2,3,,Under Construction,3, Dwarka Expressway Gurgaon,4,0,0,0,0,,,1440,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smartworld DXP,275.0,10589,4,4,3,20,East,Under Construction,4, Sector 113 Gurgaon,32,1,1,1,0,2597,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,28,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,2
Ansal Housing Highland Park,125.0,6443,3,3,3,2,North-East,New Property,3, Sector 103 Gurgaon,17,0,0,1,0,1056,,1940,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czar Mahira Homes A,42,7407,3,2,2,0,,Undefined,3, Sector 63A Gurgaon,28,0,0,0,0,567,,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breez Global Heights,40,6420,2,2,1,4,North-East,New Property,2, Sohna,10,0,0,0,0,599,,623,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trisara Our Homes ,34,5405,2,2,1,0,,New Property,2, Sohna,4,0,0,0,0,629,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Soulitude,125.0,8784,3,3,3,3,East,New Property,3, Sector 89 Gurgaon,4,0,1,0,0,,,1423,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emaar MGF Palm Hills,150.0,12744,3,3,3,4,North-East,Relatively New,3, Sector 77 Gurgaon,8,0,0,0,0,1177,,1450,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,10,1,0,1,0,0,2,5,1,4,33,0,0,0,1
Ramprastha City,130.0,9285,3,3,2,3,,Under Construction,3, Dwarka Expressway Gurgaon,4,0,0,0,0,,,1400,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pareena Coban Residences,160.0,8000,3,3,3,6,,Under Construction,3, Sector 99A Gurgaon,20,0,0,0,0,,,2000,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Vida by Tata Housing,150.0,11755,2,2,2,13,,New Property,2, Sector 113 Gurgaon,13,0,0,0,0,1276,,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Vida by Tata Housing,150.0,11755,2,2,2,13,,New Property,2, Sector 113 Gurgaon,13,0,0,0,0,,,1276,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,31,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Godrej Summit Premia Towers,90,7149,2,2,0,16,,Undefined,2, Sector 104 Gurgaon,16,0,0,0,0,,1259,,,,,,,,,,,,,,,,,,,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ardee City,150.0,9146,4,4,3,3,,Old Property,4, Sector 52 Gurgaon,4,0,0,0,0,,,1640,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,30,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0
MM One Key Resiments,80,13115,1,1,0,0,,Undefined,1, Sector 67 Gurgaon,1,0,0,0,0,,610,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ansal Heights ,125.0,7396,3,2,1,11,,New Property,3, Sector 86 Gurgaon,14,0,0,0,0,,,1690,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,27,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVN Athens,26,5397,2,2,1,2,,Relatively New,2, Sohna,14,0,0,0,0,481.74,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,20,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,1,3,0,0,3,0,0,0,0
Signature The Serenas,42,7909,2,2,1,12,,New Property,2, Sohna,12,0,0,0,0,531,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,23,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,2,1,1,1,0,1,0,3,0,0,9,0,0,0,1
Sushant Lok  Builder Floors,250.0,12920,3,3,2,2,,New Property,3, Sushant Lok Phase 1,4,0,0,0,0,,,215,,,,,,,,,,,,,,,,,,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Umang Monsoon Breeze,90,4615,3,3,2,1,,Moderately Old,3, Sector 78 Gurgaon,18,1,0,1,0,1854,1900,1950,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
GLS Avenue ,42,7106,2,2,1,4,East,Relatively New,2, Sector 92 Gurgaon,12,0,1,1,0,591,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,1,0,0,2,1,0,0,1,0,0,0,1
Signature Global Solera,50,7692,2,2,1,11,,Relatively New,2, Sector 107 Gurgaon,13,0,0,0,0,,,546,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supertech Araville,90,5883,2,2,3,5,,Relatively New,2, Sector 79 Gurgaon,17,0,1,0,0,1400,1450,1530,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenopolis,130.0,6806,3,3,3,1,South-West,New Property,3, Sector 89 Gurgaon,25,1,0,0,0,1910,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Park Flower Valley Aqua Front Towers,170.0,9502,3,3,3,12,,Under Construction,3, Sector-33 Sohna,16,0,0,0,0,,,1789,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0
